club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
OGC Nice,Wylan Cyprien,26,Central Midfield,Parma,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Armel Zohouri,20,Right-Back,Lausanne-Sport,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Trazié Thomas,21,Central Midfield,Lausanne-Sport,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Lucas Da Cunha,20,Left Winger,Lausanne-Sport,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Evann Guessand,19,Centre-Forward,Lausanne-Sport,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Pedro Brazão,18,Attacking Midfield,Lausanne-Sport,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Ihsan Sacko,23,Attacking Midfield,Cosenza,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Wylan Cyprien,26,Central Midfield,Parma,£6.03m,out,Summer,6.03,Ligue 1,2021,2021/2022
OGC Nice,Stanley Nsoki,22,Centre-Back,Club Brugge,£5.85m,out,Summer,5.85,Ligue 1,2021,2021/2022
OGC Nice,Pierre Lees-Melou,28,Central Midfield,Norwich,£5.40m,out,Summer,5.4,Ligue 1,2021,2021/2022
OGC Nice,Myziane Maolida,22,Left Winger,Hertha BSC,£3.60m,out,Summer,3.6,Ligue 1,2021,2021/2022
OGC Nice,Racine Coly,25,Left-Back,Estoril Praia,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Alexis Trouillet,20,Central Midfield,AJ Auxerre,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Ibrahim Cissé,22,Centre-Back,Le Mans FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Hicham Mahou,21,Right Winger,Lausanne-Sport,?,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Trazié Thomas,22,Central Midfield,Lausanne-Sport,?,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Pedro Brazão,18,Attacking Midfield,Famalicão,?,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Armel Zohouri,20,Right-Back,Lausanne-Sport,?,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Andy Pelmard,21,Centre-Back,FC Basel,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Jean N'Guessan,18,Central Midfield,Lausanne-Sport,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Dan Ndoye,20,Right Winger,FC Basel,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
OGC Nice,Yoan Cardinale,27,Goalkeeper,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Jean-Clair Todibo,21,Centre-Back,Barcelona,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,William Saliba,20,Centre-Back,Arsenal,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Jeff Reine-Adélaïde,23,Attacking Midfield,Olympique Lyon,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
OGC Nice,Rony Lopes,25,Right Winger,Sevilla FC,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Amine Bassi,23,Attacking Midfield,AS Nancy,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Sofiane Alakouch,22,Right-Back,Nîmes Olympique,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Nicolas de Préville,30,Centre-Forward,G. Bordeaux,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Pape Sarr,18,Defensive Midfield,Spurs,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,David Oberhauser,30,Goalkeeper,Le Puy Foot,?,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Lenny Joseph,20,Centre-Forward,Le Puy Foot,?,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Sikou Niakaté,22,Centre-Back,Guingamp,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Jemerson,29,Centre-Back,Without Club,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Ousmane Ba,19,Goalkeeper,FC Metz B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Mathieu Cachbach,20,Central Midfield,FC Metz B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Cheikh Sabaly,22,Left Winger,Pau FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Georges Mikautadze,20,Centre-Forward,RFC Seraing,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Pape Sarr,18,Defensive Midfield,Spurs,£15.21m,out,Summer,15.21,Ligue 1,2021,2021/2022
FC Metz,Victorien Angban,24,Central Midfield,Sochi,£3.69m,out,Summer,3.69,Ligue 1,2021,2021/2022
FC Metz,Thierry Ambrose,24,Centre-Forward,KV Oostende,£450Th.,out,Summer,0.45,Ligue 1,2021,2021/2022
FC Metz,John Boye,34,Centre-Back,Al-Fayha,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Georges Mikautadze,20,Centre-Forward,RFC Seraing,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Mathieu Cachbach,20,Central Midfield,RFC Seraing,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Amadou Ndiaye,21,Centre-Forward,Le Mans FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Vagner,25,Right Winger,FC Sion,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Mamadou Fofana,23,Centre-Back,Amiens SC,?,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Youssef Maziz,23,Attacking Midfield,RFC Seraing,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Metz,Ernest Boahene,21,Right-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Metz,Aaron Leya Iseka,23,Centre-Forward,Toulouse,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Ignacio Ramírez,24,Centre-Forward,Liverpool FC,Loan fee:£270Th.,in,Summer,0.27,Ligue 1,2021,2021/2022
AS Saint-Étienne,Mickaël Nade,22,Centre-Back,Quevilly Rouen,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Lamine Ghezali,21,Right Winger,Lyon La Duchère,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Alexandros Katranis,23,Left-Back,Hatayspor,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Assane Dioussé,23,Defensive Midfield,Ankaragücü,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Jean-Philippe Krasso,23,Centre-Forward,Le Mans FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Kévin Monnet-Paquet,32,Left Winger,Aris Limassol,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Mathieu Debuchy,36,Right-Back,Valenciennes FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Alexandros Katranis,23,Left-Back,Piast Gliwice,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Charles Abi,21,Centre-Forward,Guingamp,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Jessy Moulin,35,Goalkeeper,Troyes,?,out,Summer,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Rayan Souici,23,Defensive Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Lamine Ghezali,21,Right Winger,Saint-Étienne B,-,out,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Panagiotis Retsos,22,Centre-Back,Bay. Leverkusen,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Pape Abou Cissé,25,Centre-Back,Olympiacos,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Anthony Modeste,33,Centre-Forward,1. FC Köln,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Fransérgio,30,Central Midfield,SC Braga,£4.05m,in,Summer,4.05,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Stian Gregersen,26,Centre-Back,Molde,£1.80m,in,Summer,1.8,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Jean Onana,21,Defensive Midfield,LOSC Lille,£1.80m,in,Summer,1.8,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Issouf Sissokho,19,Central Midfield,Derby Acad.,£270Th.,in,Summer,0.27,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,M'Baye Niang,26,Centre-Forward,Stade Rennais,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Timothée Pembélé,18,Centre-Back,Paris SG,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Ricardo Mangas,23,Left-Back,Boavista,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Gideon Mensah,23,Left-Back,RB Salzburg,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Javairô Dilrosun,23,Left Winger,Hertha BSC,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Alberth Elis,25,Right Winger,Boavista,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Yacine Adli,21,Attacking Midfield,AC Milan,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Davy Rouyard,21,Goalkeeper,G. Bordeaux B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Abdel Medioub,23,Centre-Back,G. Bordeaux B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Josh Maja,22,Centre-Forward,Fulham,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Over Mandanda,22,Goalkeeper,Stade Lavallois,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Rubén Pardo,28,Central Midfield,CD Leganés,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Alexandre Lauray,24,Centre-Back,FC Villefranche,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Raoul Bellanova,21,Right-Back,Atalanta BC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Thomas Carrique,22,Right-Back,Calahorra,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Yacine Adli,21,Attacking Midfield,AC Milan,£7.20m,out,Summer,7.2,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Toma Basic,24,Central Midfield,Lazio,£6.17m,out,Summer,6.17,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Thomas Carrique,22,Right-Back,Celta Vigo B,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Loïc Bessile,22,Centre-Back,RSC Charleroi,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Nicolas de Préville,30,Centre-Forward,FC Metz,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Rubén Pardo,28,Central Midfield,CD Leganés,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Alexandre Lauray,24,Centre-Back,Le Mans FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Youssouf Sabaly,28,Right-Back,Real Betis,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Over Mandanda,22,Goalkeeper,AS Saint-Priest,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Vukasin Jovanovic,25,Centre-Back,Apol. Limassol,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Raoul Bellanova,21,Right-Back,Cagliari Calcio,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Loris Benito,29,Left-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Hatem Ben Arfa,34,Attacking Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Maxime Poundjé,28,Left-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Girondins Bordeaux,Jean Michaël Seri,29,Central Midfield,Fulham,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Batista Mendy,21,Defensive Midfield,FC Nantes,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Billal Brahimi,21,Left Winger,Stade Reims,?,in,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Azzedine Ounahi,21,Central Midfield,US Avranches,?,in,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Waniss Taïbi,19,Attacking Midfield,SCO Angers B,-,in,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Kevin Bemanga,23,Right Winger,FC Sion U21,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Rayan Aït Nouri,20,Left-Back,Wolves,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Casimir Ninga,28,Left Winger,Sivasspor,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Anthony Mandréa,24,Goalkeeper,SO Cholet,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Rayan Aït Nouri,20,Left-Back,Wolves,£9.99m,out,Summer,9.99,Ligue 1,2021,2021/2022
SCO Angers,Mateo Pavlovic,31,Centre-Back,Amiens SC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Lassana Coulibaly,25,Central Midfield,Salernitana,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Thomas Touré,27,Left Winger,RE Virton,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Ludovic Butelle,38,Goalkeeper,Red Star FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Loïs Diony,28,Centre-Forward,Red Star,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Rachid Alioui,29,Centre-Forward,KV Kortrijk,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
SCO Angers,Kevin Bemanga,23,Right Winger,SCO Angers B,-,out,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Yassin Fortuné,22,Centre-Forward,FC Sion,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
SCO Angers,Ibrahim Amadou,28,Defensive Midfield,Sevilla FC,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Azor Matusiwa,23,Defensive Midfield,FC Groningen,£3.60m,in,Summer,3.6,Ligue 1,2021,2021/2022
Stade Reims,Mitchell van Bergen,22,Left Winger,Heerenveen,£1.80m,in,Summer,1.8,Ligue 1,2021,2021/2022
Stade Reims,Nicolas Penneteau,40,Goalkeeper,RSC Charleroi,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Rafik Guitane,22,Attacking Midfield,Stade Rennais,?,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Andreaw Gravillon,23,Centre-Back,Inter,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Bradley Locko,19,Left-Back,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,N'Dri Philippe Koffi,19,Centre-Forward,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Fodé Doucouré,20,Right-Back,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Mamadou Mbow,21,Centre-Back,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Hugo Ekitike,19,Centre-Forward,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Alexis Flips,21,Right Winger,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Billal Brahimi,21,Left Winger,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Dion Lopy,19,Defensive Midfield,Stade Reims B,-,in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Anastasios Donis,24,Centre-Forward,VVV-Venlo,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Sambou Sissoko,22,Right-Back,Quevilly Rouen,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Timothé Nkada,21,Centre-Forward,Aalborg BK,"End of loanMay 2, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Logan Costa,20,Centre-Back,Le Mans FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Ilan Kebbal,22,Attacking Midfield,USL Dunkerque,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Nicolas Lemaître,24,Goalkeeper,Quevilly Rouen,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Reims,Boulaye Dia,24,Centre-Forward,Villarreal,£10.80m,out,Summer,10.8,Ligue 1,2021,2021/2022
Stade Reims,Nicolas Lemaître,24,Goalkeeper,Quevilly Rouen,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Dialy Ndiaye,21,Goalkeeper,US Boulogne,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Rafik Guitane,22,Attacking Midfield,Marítimo,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Timothé Nkada,21,Centre-Forward,US Orléans,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Logan Costa,20,Centre-Back,Toulouse,?,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Xavier Chavalerin,30,Central Midfield,Troyes,?,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Billal Brahimi,21,Left Winger,SCO Angers,?,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Thibault De Smet,23,Left-Back,Beerschot V.A.,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Kaj Sierhuis,23,Centre-Forward,Heracles Almelo,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Dario Maresic,21,Centre-Back,LASK,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Reims,Dereck Kutesa,23,Left Winger,Zulte Waregem,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Karol Fila,23,Right-Back,Lechia Gdansk,£1.35m,in,Summer,1.35,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Gerzino Nyamsi,24,Centre-Back,Stade Rennais,£1.35m,in,Summer,1.35,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Maxime Le Marchand,31,Centre-Back,Fulham,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Kévin Gameiro,34,Centre-Forward,Valencia,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Lucas Perrin,22,Centre-Back,Marseille,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Jean-Eudes Aholou,27,Defensive Midfield,Monaco,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Frédéric Guilbert,26,Right-Back,Aston Villa,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Alexandre Pierre,20,Goalkeeper,R. Strasbourg B,-,in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Aymeric Ahmed,17,Attacking Midfield,Strasbourg U19,-,in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Adrien Lebeau,21,Attacking Midfield,R. Strasbourg B,-,in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Marvin Senaya,20,Right-Back,R. Strasbourg B,-,in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Moïse Sahi Dion,19,Second Striker,R. Strasbourg B,-,in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Moataz Zemzemi,21,Left Midfield,US Avranches,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Duplexe Tchamba,22,Centre-Back,Strømsgodset,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Mohamed Simakan,21,Centre-Back,RB Leipzig,£13.50m,out,Summer,13.5,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Stefan Mitrovic,31,Centre-Back,Getafe,£900Th.,out,Summer,0.9,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Idriss Saadi,29,Centre-Forward,SC Bastia,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Lionel Carole,30,Left-Back,Kayserispor,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Ismaël Aaneba,22,Centre-Back,FC Sochaux,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Adrien Lebeau,22,Attacking Midfield,Waldh. Mannheim,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Kévin Zohi,24,Centre-Forward,Vizela,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Marvin Senaya,20,Right-Back,FC Sochaux,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Duplexe Tchamba,22,Centre-Back,SönderjyskE,?,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Moataz Zemzemi,21,Left Midfield,Chamois Niort,?,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Mehdi Chahiri,25,Left Winger,SM Caen,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Mahamé Siby,25,Defensive Midfield,Paris FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Lamine Koné,32,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Frédéric Guilbert,26,Right-Back,Aston Villa,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Jean-Eudes Aholou,27,Defensive Midfield,Monaco,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Moritz Jenz,22,Centre-Back,Lausanne-Sport,£3.15m,in,Summer,3.15,Ligue 1,2021,2021/2022
FC Lorient,Igor Silva,24,Right-Back,NK Osijek,£2.25m,in,Summer,2.25,Ligue 1,2021,2021/2022
FC Lorient,Léo Pétrot,24,Left-Back,Andrézieux,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Loris Mouyokolo,20,Centre-Back,Lorient B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Redwan Bourlès,18,Left Midfield,Lorient B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Maxime Pattier,25,Goalkeeper,Stade Briochin,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Quentin Lecoeuche,27,Left-Back,AC Ajaccio,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Julien Ponceau,20,Attacking Midfield,Rodez AF,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Umut Bozok,24,Centre-Forward,Troyes,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Samuel Loric,20,Left-Back,US Avranches,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Yoane Wissa,24,Left Winger,Brentford,£9.00m,out,Summer,9,Ligue 1,2021,2021/2022
FC Lorient,Maxime Pattier,25,Goalkeeper,Stade Briochin,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Franklin Wadja,26,Defensive Midfield,SM Caen,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Sylvain Marveaux,35,Attacking Midfield,Charlotte Ind.,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Quentin Lecoeuche,27,Left-Back,Valenciennes FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Julien Ponceau,20,Attacking Midfield,Nîmes Olympique,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Pierre-Yves Hamel,27,Centre-Forward,Clermont Foot,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Umut Bozok,24,Centre-Forward,Kasimpasa,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Lorient,Jonathan Delaplace,35,Central Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Matthieu Saunier,31,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Trevoh Chalobah,21,Centre-Back,Chelsea U23,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Andreaw Gravillon,23,Centre-Back,Inter,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Lorient,Tiago Ilori,28,Centre-Back,Sporting CP,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Marco Bizot,30,Goalkeeper,AZ Alkmaar,£4.50m,in,Summer,4.5,Ligue 1,2021,2021/2022
Stade Brestois 29,Lilian Brassier,21,Centre-Back,Stade Rennais,£1.80m,in,Summer,1.8,Ligue 1,2021,2021/2022
Stade Brestois 29,Romain Del Castillo,25,Right Winger,Stade Rennais,£1.35m,in,Summer,1.35,Ligue 1,2021,2021/2022
Stade Brestois 29,Jere Uronen,27,Left-Back,KRC Genk,£900Th.,in,Summer,0.9,Ligue 1,2021,2021/2022
Stade Brestois 29,Grégoire Coudert,22,Goalkeeper,Amiens SC,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Noé Sow,22,Centre-Back,Plabennec,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Youssouph Badji,19,Centre-Forward,Club Brugge,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
